X,Y,OBJECTID,LOCATION,Longtitude,Latitude,INTID
-13682567.58,6309224.092,247,"CARNARVON ST, EIGHTH ST",506367.052,5449926.822,INT857
-13683052.67,6313072.344,248,"MCBRIDE BLVD, E TENTH AVE, TENTH AVE",506046.863,5452436.921,INT585
-13681818.74,6310709.826,249,"QUEENS AVE, BONSON ST",506855.8786,5450896.782,INT435
-13681586.68,6312718.398,250,"E SIXTH AVE, FISHER ST",507006.0457,5452207.203,INT497
-13687223.5,6308294.877,251,MARINE WAY,503320.64,5449317.79,INT580
-13682960.45,6312976.292,252,MCBRIDE BLVD,506107.25,5452374.34,INT584
-13682485.22,6311376.44,253,"SECOND ST, ELGIN ST",506419.3117,5451331.136,INT822
-13680900.89,6312026.233,254,MINER ST,507455.2448,5451756.314,INT506
-13684263.26,6309798.166,255,"TWELFTH ST, CAMERON ST",505257.0624,5450300.229,INT301
-13681668.7,6311674.279,256,"BLACKBERRY DR, MCBRIDE BLVD",506953.2524,5451526.075,INT600
-13680744.54,6314108.104,257,"E EIGHTH AVE, BUCHANAN AVE",507555.6607,5453114.281,INT529
-13685741.12,6309040.128,258,"RIVER DR, FIFTH AVE",504290.4242,5449804.776,INT770
-13686503.25,6309805.339,259,"DUBLIN ST, NINETEENTH ST",503791.3408,5450303.707,INT841
-13680994.58,6314359.1,260,"RICHMOND ST, WINTHROP ST",507391.9154,5453277.74,INT754
-13683408.22,6308932.107,261,"ROYAL AVE, COLUMBIA ST",505817.1504,5449735.688,INT905
-13682431.34,6311311.274,262,"ST. PATRICK ST, SECOND ST",506454.614,5451288.666,INT425
-13683829.32,6311595.764,263,"EIGHTH AVE, SIXTH ST",505539.8308,5451473.255,INT456
-13681668.6,6310543.37,264,"PARK ROW, BONSON ST",506954.2522,5450788.309,INT475
-13685895.86,6310307.207,265,"DUBLIN ST, SIXTEENTH ST",504188.5298,5450631.436,INT732
-13684457.58,6307738.116,266,"EWEN AVE, MERCER ST",505131.164,5448955.833,INT91
-13680383.82,6312609.257,267,"BRUNETTE AVE, E COLUMBIA ST, DEBECK ST",507792.9545,5452137.073,INT356
-13686506.39,6306434.286,268,"EWEN AVE, HAMPTON ST",503790.7987,5448103.772,INT909
-13682445.59,6309075.573,269,"COLUMBIA ST, EIGHTH ST",506446.9942,5449830.004,INT858
-13679780.76,6314243.46,270,"WILSON ST, BRAID ST",508185.8499,5453203.452,INT766
-13680062.57,6314527,271,FADER ST,508001.2772,5453388.082,INT768
-13681842.81,6314073.453,272,"E TENTH AVE, CHILLIWACK ST",506837.4074,5453090.746,INT560
-13686831.5,6305636.68,273,"SALTER ST, SUZUKI ST",503578.3168,5447582.988,INT916
-13682377.3,6311245.879,274,"OAKLAND ST, SECOND ST",506490.0165,5451246.048,INT427
-13681571.79,6311556.463,275,MCBRIDE BLVD,507016.7507,5451449.301,INT687
-13686491.88,6308652.588,276,"MARINE WAY, HIGHWAY 91A",503799.3,5449551.53,INT900
-13684154.76,6309666.692,277,"FOURTH AVE, TWELFTH ST",505328.1434,5450214.514,INT298
-13681270.33,6312371.185,278,"CARROL ST, CUMBERLAND ST",507213.274,5451980.998,INT43
-13686400.8,6309680.129,279,"EDINBURGH ST, NINETEENTH ST",503858.4324,5450222.057,INT843
-13681014.61,6313231.15,280,"RICHMOND ST, KEARY ST",507379.8,5452542.12,INT338
-13680341.3,6314794.34,281,"E COLUMBIA ST, NOOTKA ST",507818.75,5453562.15,INT876
-13681522.97,6311496.177,282,MCBRIDE BLVD,507048.7388,5451410.015,INT688
-13683721.12,6311463.743,283,"SIXTH ST, HAMILTON ST",505610.7078,5451387.205,INT153
-13682323.98,6311180.137,284,"SECOND ST, FOURTH AVE",506524.9519,5451203.202,INT428
-13685793.35,6310182.214,285,"EDINBURGH ST, SIXTEENTH ST",504255.6678,5450549.938,INT733
-13685152.98,6307297.78,286,"EWEN AVE, FENTON ST",504676.2649,5448668.047,INT105
-13680694.49,6312902.253,287,"ALBERTA ST, MINER ST",507589.4779,5452327.893,INT344
-13685621.68,6307765.997,288,"BOYD ST, PEMBINA ST",504369.2418,5448973.373,INT102
-13681912.82,6309635.4,289,CLARKSON ST,506795.1926,5450195.71,INT964
-13686023.19,6307043.082,290,LAWRENCE ST,504106.8024,5448501.36,INT903
-13681471.23,6311433.467,291,"MEMORIAL DR, MCBRIDE BLVD",507082.6406,5451369.15,INT14
-13680049.97,6313368.983,292,ALLEN ST,508010.6187,5452632.895,INT617
-13681243.1,6314568.393,293,"E TENTH AVE, LADNER ST",507229.2026,5453414.007,INT667
-13686789.8,6305571.875,294,"SUZUKI ST, DAN LEE AVE",503605.6458,5447540.702,INT72
-13681471.7,6311433.02,295,MEMORIAL DR,507082.3344,5451368.858,INT13
-13683219.6,6308704.067,296,"QUAYSIDE DR, RELIANCE CRT",505940.7481,5449587.014,INT658
-13686297.8,6309555.363,297,"EIGHTH AVE, NINETEENTH ST",503925.8889,5450140.697,INT889
-13686782.98,6306676.87,298,"BOYD ST, WESTMINSTER HWY",503609.6387,5448261.988,INT933
-13683196.3,6309795.64,299,BURR ST,505955.2232,5450299.291,INT868
-13685485.5,6306493.313,300,"SALTER ST, HENDRY PL",504459.0459,5448142.8,INT97
-13682158.54,6310993.775,301,"EMORY ST, SECOND ST",506633.3367,5451081.754,INT433
-13681302.25,6313496.883,302,"DEVOY ST, SCHOOL ST",507191.4313,5452715.18,INT512
-13685690.58,6310057.362,303,"EIGHTH AVE, SIXTEENTH ST",504322.9737,5450468.532,INT734
-13686618.99,6308749.161,304,MARINE WAY,503716.0673,5449614.492,INT531
-13683613.57,6311332.794,305,"SEVENTH AVE, SIXTH ST",505681.151,5451301.854,INT151
-13681398.4,6311345.199,306,"MCBRIDE BLVD, ROYAL AVE ONRAMP",507130.36,5451311.63,INT487
-13682903.62,6309494.363,307,"ONTARIO ST, BLACKIE ST",506146.9573,5450102.924,INT260
-13684019.88,6310616.277,308,"SIXTH AVE, NINTH ST",505415.795,5450834.148,INT829
-13680525.08,6314952.007,309,"COLBY ST, HOLMES ST",507698.4182,5453664.792,INT701
-13683470.74,6308942.444,310,COLUMBIA ST,505776.23,5449742.39,INT837
-13683149.87,6309739.163,311,"MILTON ST, BURR ST",505985.6444,5450262.474,INT867
-13686426.57,6306306.564,312,HAMPTON ST,503843.1068,5448020.44,INT908
-13686187.79,6309426.924,313,"HAMILTON ST, NINETEENTH ST",503997.9392,5450056.944,INT113
-13681029.33,6312088.831,314,KWANTLEN CT,507371.1694,5451797.033,INT502
-13687378.68,6309497.876,315,TWENTY-SECOND ST,503218.6237,5450102.73,INT784
-13681640.57,6313820.954,316,"CHURCHILL AVE, CHILLIWACK ST",506969.8823,5452926.245,INT559
-13683941.04,6309405.629,317,"THIRD AVE, TWELFTH ST",505468.1593,5450044.311,INT123
-13683330.17,6309910.564,318,"THIRD AVE, PEARCE ST",505867.5517,5450374.18,INT870
-13682856.29,6309431.709,319,"ROYAL AVE, BLACKIE ST",506177.9768,5450062.078,INT830
-13683520.18,6311219.07,320,"SIXTH ST, PRINCESS ST",505742.3316,5451227.729,INT150
-13680430.16,6313718.203,321,KNOX ST,507761.6235,5452860.293,INT949
-13681299.48,6311227.894,322,"MCBRIDE BLVD, PATTULLO ON-RAMP",507195.18,5451235.19,INT488
-13685583.05,6309926.012,323,"HAMILTON ST, SIXTEENTH ST",504393.4019,5450382.887,INT735
-13686728.23,6305475.616,324,"SUZUKI ST, RAMA AVE",503645.9921,5447477.891,INT71
-13682108.97,6310918.146,325,"SECOND ST, THIRD AVE",506665.83,5451032.455,INT823
-13685550.56,6311013.712,326,"TENTH AVE, THIRTEENTH ST",504414.0953,5451092.536,INT313
-13680680.43,6311722.157,327,"RICHMOND ST, JAMIESON CT",507599.7355,5451558.16,INT635
-13680744.92,6314029.354,328,"BUCHANAN AVE, CEDAR ST",507555.4813,5453062.925,INT518
-13687327.37,6309433.029,329,"NINTH AVE, TWENTY-SECOND ST",503252.2229,5450060.437,INT783
-13681159.09,6313322.841,330,ARCHER ST,507285.2162,5452601.795,INT563
-13681064.94,6314347.571,331,LADNER ST,507345.9097,5453270.161,INT516
-13684648.52,6310099.711,332,"SIXTH AVE, MCMARTIN ST",505004.7964,5450496.739,INT291
-13681515.27,6310312.062,333,AGNES ST,507054.7674,5450637.526,INT968
-13686080.58,6309296.525,334,"SEVENTH AVE, NINETEENTH ST",504068.1538,5449971.91,INT114
-13680996.03,6314275.697,335,"RICHMOND ST, LADNER ST",507391.0392,5453223.35,INT517
-13682303.48,6312224.215,336,SMOKEY SMITH PL,506537.5578,5451884.29,INT419
-13682800.3,6309360.246,337,"BLACKIE ST, MOODY ST",506214.6642,5450015.489,INT369
-13681622.66,6312659.75,338,"E SIXTH AVE, ALLISON PL",506982.56,5452168.92,INT495
-13685491.36,6310941.114,339,"THIRTEENTH ST, DOWNIE ST",504452.8666,5451045.206,INT312
-13683225.72,6309783.554,340,PEARCE ST,505935.9862,5450291.385,INT872
-13683428.41,6311107.283,341,"SIXTH AVE, SIXTH ST",505802.4436,5451154.866,INT149
-13683708.75,6309147.921,342,"QUEENS AVE, TWELFTH ST",505620.3404,5449876.308,INT725
-13687235.17,6309327.388,343,"LONDON ST, TWENTY-SECOND ST",503312.6006,5449991.542,INT788
-13681694.63,6312726.032,344,ALLISON PL,506935.4271,5452212.093,INT623
-13681517.58,6313667.668,345,"CHESTNUT ST, CHILLIWACK ST",507050.4514,5452826.38,INT558
-13683824.87,6310379.752,346,"FIFTH AVE, NINTH ST",505543.5417,5450679.962,INT849
-13682744.63,6309293.754,347,"AGNES ST, BLACKIE ST",506251.147,5449972.145,INT132
-13685475.56,6309795.766,348,"SEVENTH AVE, SIXTEENTH ST",504463.8069,5450297.963,INT736
-13685446.99,6310887.488,349,"LONDON ST, THIRTEENTH ST",504481.9191,5451010.245,INT283
-13680455.03,6313715.615,350,KNOX ST,507745.3658,5452858.583,INT948
-13686845.53,6306684.682,351,"BOYD ST, TANAKA CRT",503568.6863,5448267.061,INT932
-13685019.4,6307089.164,352,FENTON ST,504763.8179,5448531.965,INT920
-13685389.24,6306341.12,353,HENDRY PL,504522.1365,5448043.511,INT802
-13681015.8,6313153.188,354,"RICHMOND ST, SHILES ST",507379.086,5452491.271,INT339
-13682632.03,6309170.937,355,"CARNARVON ST, BLACKIE ST",506324.92,5449892.089,INT452
-13680365.9,6313618.613,356,"E COLUMBIA ST, SHERBROOKE ST",507803.748,5452795.403,INT760
-13683771.6,6310314.606,357,"NINTH ST, NAPANEE ST",505578.4371,5450637.495,INT875
-13681141.83,6311034.443,358,MCBRIDE BLVD,507298.4826,5451109.126,INT602
-13682692.42,6309230.319,359,"BLACKIE ST, VICTORIA ST",506285.354,5449930.792,INT131
-13687145.28,6309220.148,360,"DUBLIN ST, TWENTY-SECOND ST",503371.4662,5449921.603,INT782
-13686019.54,6308089.045,361,BOYNE ST,504108.684,5449183.997,INT84
-13683329.59,6310987.163,362,"SIXTH ST, BELMONT ST",505867.179,5451076.572,INT148
-13687312.81,6306025.406,363,DAWE ST,503263.0701,5447836.542,INT62
-13683607.41,6309023.134,364,"AUCKLAND ST, TWELFTH ST",505686.7395,5449794.95,INT254
-13686660.62,6305368.655,365,"SOUTH DYKE RD, SUZUKI ST",503690.3042,5447408.096,INT915
-13681953.25,6309600.318,366,"CLARKSON ST, CHURCH ST",506768.7604,5450172.787,INT728
-13686538.32,6308604.517,367,MARINE WAY,503768.93,5449520.14,INT578
-13681428.54,6313556.927,368,"E EIGHTH AVE, CHILLIWACK ST",507108.7846,5452754.232,INT564
-13683591.51,6309004.571,369,TWELFTH ST,505697.1576,5449782.848,INT255
-13685888.17,6306829.136,370,"EWEN AVE, LAWRENCE ST",504195.2924,5448361.787,INT359
-13685382.22,6309681.973,371,"NANAIMO ST, SIXTEENTH ST",504524.9457,5450223.767,INT726
-13681046.82,6310928.929,372,"E ROYAL AVE, MCBRIDE BLVD, ROYAL AVE",507360.7343,5451040.373,INT17
-13685349.04,6310768.57,373,"THIRTEENTH ST, DUBLIN ST",504546.0719,5450932.717,INT284
-13683717.67,6310249.136,374,"ST. ANDREWS ST, NINTH ST",505613.7694,5450594.816,INT848
-13681888.71,6310651.093,375,"QUEENS AVE, SECOND ST",506810.1481,5450858.408,INT436
-13682504.07,6309027.073,376,"COLUMBIA ST, BLACKIE ST",506408.7652,5449798.312,INT820
-13684453.61,6309861.071,377,"FIFTH AVE, MCMARTIN ST",505132.4742,5450341.155,INT294
-13687055.95,6309112.624,378,"EDINBURGH ST, TWENTY-SECOND ST",503429.9643,5449851.478,INT129
-13681896.48,6309529.403,379,"COLUMBIA ST, CHURCH ST",506805.9658,5450126.562,INT605
-13682517.64,6313515.4,380,"E TENTH AVE, CUMBERLAND ST",506396.4861,5452726.276,INT671
-13683664.3,6310183.636,381,"NINTH ST, BELLEVILLE ST",505648.7335,5450552.117,INT360
-13683227.28,6308623.81,382,RELIANCE CRT,505935.7752,5449534.637,INT862
-13681351.41,6310099.984,383,CLARKSON ST,507162.1589,5450499.298,INT971
-13684968.77,6311493.415,384,"TENTH AVE, TENTH ST",504794.4565,5451405.791,INT384
-13683231.04,6310867.394,385,"FIFTH AVE, SIXTH ST",505931.7416,5450998.506,INT147
-13681120.39,6310987.711,386,"PATTULLO ON-RAMP, LOOP, MCBRIDE BLVD",507312.5516,5451078.657,INT813
-13687262.2,6305952.07,387,"EWEN AVE, DAWE ST",503296.2298,5447788.691,INT63
-13685289.89,6309569.476,388,"SIXTH AVE, SIXTEENTH ST",504585.4219,5450150.415,INT727
-13680903.74,6310761.832,389,"E COLUMBIA ST, MCBRIDE BLVD, COLUMBIA ST",507454.4932,5450931.487,INT815
-13685240.15,6310636.288,390,"EDINBURGH ST, THIRTEENTH ST",504617.388,5450846.476,INT285
-13683611.29,6310118.951,391,"FOURTH AVE, NINTH ST",505683.4608,5450509.95,INT361
-13680936.36,6310793.149,392,MCBRIDE BLVD,507433.1234,5450951.89,INT814
-13686966.39,6309004.832,393,"EIGHTH AVE, TWENTY-SECOND ST",503488.62,5449781.178,INT130
-13681167.25,6312143.24,394,SEYMOUR CRT,507280.899,5451832.404,INT638
-13683159.31,6310779.992,395,"SIXTH ST, BRANTFORD ST",505978.7347,5450941.536,INT146
-13680206.34,6314536.213,396,KELLY ST,507907.2499,5453393.954,INT902
-13681750.8,6310481.975,397,"SECOND ST, CLINTON PL",506900.5181,5450748.186,INT439
-13682430.06,6313406.101,398,"RICKMAN PL, CUMBERLAND ST",506453.8482,5452655.06,INT573
-13685206.51,6309469.001,399,"MAYES ST, SIXTEENTH ST",504640.0376,5450084.902,INT21
-13684865.54,6311366.998,400,"LONDON ST, TENTH ST",504862.0667,5451323.383,INT165
-13681686.52,6310412.654,401,"ROYAL AVE, PARK ROW, SECOND ST",506942.6359,5450703.013,INT476
-13679924.07,6314245.533,402,"GARRETT ST, BRAID ST",508092.1247,5453204.665,INT765
-13682447.75,6312295.174,403,"JACK MAHONY PL, PARK CR, SEVENTH AVE",506443.1258,5451930.464,INT227
-13686875.36,6308895.639,404,"HAMILTON ST, TWENTY-SECOND ST",503548.235,5449709.964,INT795
-13685138.97,6310512.764,405,"EIGHTH AVE, THIRTEENTH ST",504683.6566,5450765.944,INT119
-13683033.3,6312879.449,406,"GLOVER AVE, COLBORNE ST",506059.6681,5452311.124,INT242
-13683502.72,6309987.384,407,"KENNEDY ST, NINTH ST",505754.5894,5450424.183,INT873
-13679982.54,6313175.086,408,"BRUNETTE AVE, KEARY ST, SPRUCE ST ONRAMP",508054.9065,5452506.5,INT620
-13681421.36,6312375.156,409,"HARVEY ST, CUMBERLAND ST",507114.47,5451983.46,INT622
-13684237.61,6309599.631,410,"FOURTH AVE, MCPHADEN ST",505273.9725,5450170.706,INT258
-13681701.17,6310411.377,411,"ROYAL AVE, SECOND ST",506933.049,5450702.168,INT477
-13685085.17,6310447.301,412,"KINGSTON ST, THIRTEENTH ST",504718.8895,5450723.265,INT120
-13684761.76,6311241.373,413,"DUBLIN ST, TENTH ST",504930.0325,5451241.492,INT164
-13683017.96,6310607.756,414,"FOURTH AVE, SIXTH ST",506071.3395,5450829.272,INT145
-13686786.01,6308788.672,415,"SEVENTH AVE, TWENTY-SECOND ST",503606.7507,5449640.202,INT685
-13685095.71,6309331.997,416,FIFTH AVE,504712.614,5449995.569,INT771
-13680699,6312758.684,417,"MINER ST, STRAND AVE",507586.6581,5452234.248,INT346
-13680553.24,6312612.199,418,"DEBECK ST, SAPPER ST",507682.1329,5452138.836,INT355
-13681448.22,6313512.329,419,E SIXTH AVE,507095.95,5452725.13,INT335
-13683886.81,6308116.261,420,SALTER ST,505504.4895,5449202.974,INT2
-13686773.77,6308773.643,421,TWENTY-SECOND ST,503614.77,5449630.4,INT47
-13682538.85,6308998.229,422,"COLUMBIA ST, FRONT ST",506386.0293,5449779.464,INT821
-13686727.79,6306483.838,423,JARDINE ST,503645.8453,5448136.018,INT912
-13685031.44,6310381.915,424,"HAMILTON ST, THIRTEENTH ST",504754.0815,5450680.636,INT121
-13683161.09,6312985.087,425,"MCBRIDE BLVD, TENTH AVE",505976.0105,5452379.933,INT583
-13680345.92,6314640.086,426,"E COLUMBIA ST, HOULT ST",507815.8713,5453461.558,INT877
-13683396.2,6309856.61,427,"THIRD AVE, NINTH ST",505824.3807,5450338.932,INT871
-13686542.63,6308533.443,428,"MARINE WAY, HIGHWAY 91A",503766.1396,5449473.758,INT773
-13683643.68,6309010.135,429,"TWELFTH ST, STEWARDSON WAY, COLUMBIA ST",505663.0087,5449786.443,INT838
-13681017.18,6313068.964,430,"RICHMOND ST, SIMPSON ST",507378.2563,5452436.338,INT343
-13681633.4,6310323.984,431,CUNNINGHAM ST,506977.4605,5450645.207,INT966
-13682892.11,6312709.388,432,"CLUTE ST, COLBORNE ST",506152.149,5452200.306,INT243
-13686721.46,6308710.136,433,"MARINE WAY, TWENTY-SECOND ST",503649.0305,5449588.981,INT48
-13680456.35,6313620.487,434,SHERBROOKE ST,507744.5834,5452796.542,INT882
-13682364.2,6312173.397,435,"SMOKEY SMITH PL, PARK CR",506497.878,5451851.095,INT420
-13684659.43,6311117.2,436,"EDINBURGH ST, TENTH ST",504997.051,5451160.546,INT163
-13684103.92,6309437.148,437,MCPHADEN ST,505361.5561,5450064.772,INT256
-13682223.96,6313149.653,438,"CUMBERLAND ST, COURTNEY CR",506588.8553,5452487.964,INT624
-13682910.53,6310476.588,439,"BLACKFORD ST, SIXTH ST",506141.725,5450743.774,INT211
-13685737.24,6306591.994,440,LAWRENCE ST,504294.2038,5448207.08,INT929
-13681580.4,6310258.377,441,"AGNES ST, ELLIOT ST",507012.1949,5450602.447,INT141
-13681332.98,6314494.529,442,"E TENTH AVE, SURREY ST",507170.4845,5453365.763,INT666
-13682180.84,6310859.916,443,"THIRD AVE, ANTHONY CT",506618.8505,5450994.41,INT445
-13682826.92,6312629.219,444,"COLBORNE ST, OVENS AVE",506194.8502,5452148.064,INT478
-13679643.07,6313913.856,445,"ROUSSEAU ST, MAJOR ST",508276.2225,5452988.639,INT767
-13684922.95,6310249.802,446,"SEVENTH AVE, THIRTEENTH ST",504825.143,5450594.504,INT289
-13686680.44,6308652.073,447,HIGHWAY 91A,503675.9,5449551.11,INT938
-13681670.71,6312581.195,448,"E SIXTH AVE, DIXON ST",506951.1907,5452117.643,INT496
-13680681.07,6314951.466,449,"HOLMES ST, E TENTH AVE, GARFIELD ST",507596.4098,5453664.297,INT702
-13682524.72,6308954.802,450,FRONT ST,506395.309,5449751.137,INT654
-13683945.63,6308141.824,451,STAR CR,505465.9789,5449219.618,INT800
-13681527.22,6310193.226,452,"ELLIOT ST, DICKENSON ST",507047.0448,5450559.985,INT969
-13684557.33,6310993.066,453,"EIGHTH AVE, TENTH ST",505063.924,5451079.626,INT162
-13684911.21,6306864.147,454,"SALTER ST, DERWENT WAY",504834.762,5448385.162,INT79
-13683238.68,6309665.87,455,"MILTON ST, NINTH ST",505927.5872,5450214.59,INT869
-13682802.64,6310345.149,456,"THIRD AVE, SIXTH ST",506212.41,5450658.1,INT209
-13685516.08,6310829.967,457,"LONDON ST, HILL ST",504436.7512,5450972.683,INT309
-13684828.9,6310137.236,458,"NANAIMO ST, THIRTEENTH ST",504886.7434,5450521.116,INT306
-13681468.81,6310122.025,459,"ELLIOT ST, CARNARVON ST",507085.3213,5450513.579,INT970
-13682076.23,6310732.482,460,ANTHONY CT,506687.3947,5450911.356,INT446
-13682109.14,6313007.01,461,"E EIGHTH AVE, CUMBERLAND ST",506664.0681,5452395.02,INT332
-13682721.19,6312500.791,462,"EIGHTH AVE, COLBORNE ST, PARK CR",506264.1013,5452064.375,INT596
-13685273.75,6307219.834,463,"EWEN AVE, PEMBINA ST",504597.2622,5448617.108,INT106
-13684503.45,6310927.681,464,"TENTH ST, KINGSTON ST",505099.2182,5451037.003,INT382
-13681544.55,6312436.213,465,"CUMBERLAND ST, BETH ST",507033.8382,5452023.182,INT494
-13680874.24,6314004.798,466,"E EIGHTH AVE, BLAIR AVE",507470.925,5453046.796,INT530
-13682280.03,6312053.539,467,"SIXTH AVE, PARK CR",506553.027,5451772.979,INT418
-13680369.11,6313495.379,468,E COLUMBIA ST,507801.7642,5452715.03,INT32
-13680747.44,6313875.031,469,"BUCHANAN AVE, WARD ST",507553.9719,5452962.282,INT757
-13683175.57,6309588.688,470,"QUEENS AVE, NINTH ST",505968.937,5450164.275,INT847
-13682749.09,6310280.075,471,"LANCASTER ST, SIXTH ST",506247.4933,5450615.684,INT210
-13680550.7,6314797.175,472,NOOTKA ST,507681.808,5453563.806,INT878
-13686642.49,6306347.388,473,"EWEN AVE, JARDINE ST",503701.746,5448046.991,INT910
-13681409.71,6310050.259,474,"CLARKSON ST, ELLIOT ST",507124.0528,5450466.805,INT852
-13682727.1,6310253.317,475,"SIXTH ST, WELSH ST",506261.9041,5450598.242,INT709
-13681400.27,6310038.804,476,ELLIOT ST,507130.243,5450459.34,INT972
-13684449.21,6310861.49,477,"TENTH ST, HAMILTON ST",505134.7415,5450993.854,INT383
-13685902.49,6308959.576,478,NINETEENTH ST,504184.8607,5449752.132,INT686
-13685418.39,6310711.627,479,"DUBLIN ST, HILL ST",504500.726,5450895.531,INT308
-13681155.14,6314274.463,480,SURREY ST,507286.9824,5453222.407,INT883
-13681116.61,6310871.595,481,"ROYAL AVE, LEOPOLD PL",507315.1246,5451002.909,INT239
-13682695.87,6310215.227,482,"ST. GEORGE ST, SIXTH ST",506282.3663,5450573.414,INT207
-13684738.59,6310025,483,"SIXTH AVE, THIRTEENTH ST",504945.9043,5450447.941,INT292
-13682604.71,6309001.893,484,MCNEELY ST,506342.9251,5449781.805,INT214
-13681162.08,6313155.924,485,"ARCHER ST, SHILES ST",507283.4051,5452492.929,INT341
-13682575.68,6308970.983,486,"COLUMBIA ST, MCNEELY ST, FRONT ST",506361.946,5449761.657,INT213
-13681960.89,6310593.053,487,"QUEENS AVE, PEELE ST",506762.9684,5450820.485,INT440
-13683924.6,6308083.48,488,EWEN AVE,505479.7781,5449181.557,INT282
-13685772.29,6307698.612,489,"BOYD ST, BOYNE ST",504270.702,5448929.318,INT85
-13682003.35,6312875.793,490,"E DURHAM ST, CUMBERLAND ST",506733.3658,5452309.522,INT349
-13685862.37,6308907.561,491,"RIVER DR, NINETEENTH ST",504211.1452,5449718.21,INT539
-13685758.05,6307679.887,492,"BOYD ST, BOYNE ST",504280.0346,5448917.105,INT104
